container.title,created,doi,title,type,first.author,authors
Movement Ecology,2015-09-03,10.1186/s40462-015-0049-2,Summing the strokes: energy economy in northern elephant seals during large-scale foraging migrations,journal-article,Maresh,"JL Maresh, T. Adachi, A. Takahashi, Y. Naito, DE Crocker, M. Horning, TM Williams, DP Costa"
Journal of Experimental Biology,2016-05-20,10.1242/jeb.130526,Counting calories in cormorants: dynamic body acceleration predicts daily energy expenditure measured in pelagic cormorants,journal-article,Stothart,"Mason R. Stothart, Kyle H. Elliott, Thomas Wood, Scott A. Hatch, John R. Speakman"
Ecology,2014-08-06,10.1890/14-0469.1,Taking animal tracking to new depths: synthesizing horizontal–vertical movement relationships for four marine predators,journal-article,Bestley,"Sophie Bestley, Ian D. Jonsen, Mark A. Hindell, Robert G. Harcourt, Nicholas J. Gales"
Marine Biology,2021-01-04,10.1007/s00227-020-03811-w,"Fine-scale foraging effort and efficiency of Macaroni penguins is influenced by prey type, patch density and temporal dynamics",journal-article,Sutton,"G. J. Sutton, C. A. Bost, A. Z. Kouzani, S. D. Adams, K. Mitchell, J. P. Y. Arnould"
Reviews in Fish Biology and Fisheries,2019-04-23,10.1007/s11160-019-09560-4,Conducting and interpreting fish telemetry studies: considerations for researchers and resource managers,journal-article,Brownscombe,"Jacob W. Brownscombe, Elodie J. I. Lédée, Graham D. Raby, Daniel P. Struthers, Lee F. G. Gutowsky, Vivian M. Nguyen, Nathan Young, Michael J. W. Stokesbury, Christopher M. Holbrook, Travis O. Brenden, Christopher S. Vandergoot, Karen J. Murchie, Kim Whoriskey, Joanna Mills Flemming, Steven T. Kessel, Charles C. Krueger, Steven J. Cooke"
Ecological Modelling,2021-11-14,10.1016/j.ecolmodel.2021.109818,A probabilistic framework for behavioral identification from animal-borne accelerometers,journal-article,Dentinger,"Jane E. Dentinger, Luca Börger, Mark D. Holton, Ruholla Jafari-Marandi, Durham A. Norman, Brian K. Smith, Seth F. Oppenheimer, Bronson K. Strickland, Rory P. Wilson, Garrett M. Street"
International Journal of Geographical Information Science,2018-07-23,10.1080/13658816.2018.1498097,Ecological metrics and methods for GPS movement data,journal-article,Seidel,"Dana Paige Seidel, Eric Dougherty, Colin Carlson, Wayne M. Getz"
NA,2020-07-28,10.1101/2020.07.24.219204,Accounting for body mass effects in the estimation of field metabolic rates from body acceleration,posted-content,Byrnes,"Evan E. Byrnes, Karissa O. Lear, Lauran R. Brewster, Nicholas M. Whitney, Matthew J. Smukall, Nicola J. Armstrong, Adrian C. Gleiss"
NA,2020-12-17,10.1101/2020.12.15.422876,A Guide to Pre-Processing High-Throughput Animal Tracking Data,posted-content,Gupte,"Pratik Rajan Gupte, Christine E. Beardsworth, Orr Spiegel, Emmanuel Lourie, Sivan Toledo, Ran Nathan, Allert I. Bijleveld"
NA,2021-07-09,10.1101/2021.07.07.451487,Ecological inference using data from accelerometers needs careful protocols,posted-content,Garde,"Baptiste Garde, Rory P. Wilson, Adam Fell, Nik Cole, Vikash Tatayah, Mark D. Holton, Kayleigh A. R. Rose, Richard S. Metcalfe, Hermina Robotka, Martin Wikelski, Fred Tremblay, Shannon Whelan, Kyle H. Elliott, Emily L. C. Shepard"
NA,2019-06-04,10.1101/657684,Augmenting biologging with supervised machine learning to study<i>in situ</i>behavior of the medusa<i>Chrysaora fuscescens</i>,posted-content,Fannjiang,"Clara Fannjiang, T. Aran Mooney, Seth Cones, David Mann, K. Alex Shorter, Kakani Katija"
Functional Ecology,2014-12-23,10.1111/1365-2435.12395,Prey density and distribution drive the three‐dimensional foraging strategies of the largest filter feeder,journal-article,Goldbogen,"Jeremy A. Goldbogen, Elliott L. Hazen, Ari S. Friedlaender, John Calambokidis, Stacy L. DeRuiter, Alison K. Stimpert, Brandon L. Southall"
Methods in Ecology and Evolution,2018-06-27,10.1111/2041-210x.13056,Finding turning‐points in ultra‐high‐resolution animal movement data,journal-article,Potts,"Jonathan R. Potts, Luca Börger, D. Michael Scantlebury, Nigel C. Bennett, Abdulaziz Alagaili, Rory P. Wilson"
Marine Mammal Science,2015-06-16,10.1111/mms.12235,"Characterization of postdive recovery using sound recordings and its relationship to dive duration, exertion, and foraging effort of southern elephant seals (<i>Mirounga leonina</i>)",journal-article,Génin,"Alexandre Génin, Gaëtan Richard, Joffrey Jouma'a, Baptiste Picard, Nory El Ksabi, Jade Vacquié Garcia, Christophe Guinet"
Animal Biotelemetry,2016-08-12,10.1186/s40317-016-0109-4,A week in the life of a pygmy blue whale: migratory dive depth overlaps with large vessel drafts,journal-article,Owen,"Kylie Owen, Curt S. Jenner, Micheline-Nicole M. Jenner, Russel D. Andrews"
Animal Biotelemetry,2021-09-13,10.1186/s40317-021-00254-y,Simulation-based validation of activity logger data for animal behavior studies,journal-article,Chen,"Jiawei Chen, Geoffrey Brown, Adam Fudickar"
Animal Biotelemetry,2021-09-07,10.1186/s40317-021-00255-x,Testing angular velocity as a new metric for metabolic demands of slow-moving marine fauna: a case study with Giant spider conchs Lambis truncata,journal-article,Hopkins,"Lloyd W. Hopkins, Nathan R. Geraldi, Edward C. Pope, Mark D. Holton, Miguel Lurgi, Carlos M. Duarte, Rory P. Wilson"
Animal Biotelemetry,2021-11-26,10.1186/s40317-021-00269-5,"Behaviour, temperature and terrain slope impact estimates of energy expenditure using oxygen and dynamic body acceleration",journal-article,Dickinson,"Eleanor R. Dickinson, Philip A. Stephens, Nikki J. Marks, Rory P. Wilson, David M. Scantlebury"
Animal Biotelemetry,2022-08-22,10.1186/s40317-022-00297-9,A satellite-linked tag for the long-term monitoring of diving behavior in large whales,journal-article,Palacios,"Daniel M. Palacios, Ladd M. Irvine, Barbara A. Lagerquist, James A. Fahlbusch, John Calambokidis, Stanley M. Tomkiewicz, Bruce R. Mate"
Movement Ecology,2017-05-08,10.1186/s40462-017-0103-3,Correlated velocity models as a fundamental unit of animal movement: synthesis and applications,journal-article,Gurarie,"Eliezer Gurarie, Christen H. Fleming, William F. Fagan, Kristin L. Laidre, Jesús Hernández-Pliego, Otso Ovaskainen"
Journal of Experimental Biology,2018-06-12,10.1242/jeb.166033,The evolution of foraging capacity and gigantism in cetaceans,journal-article,Goldbogen,"J. A. Goldbogen, P. T. Madsen"
Frontiers in Ecology and Evolution,2019-05-31,10.3389/fevo.2019.00200,Overall Dynamic Body Acceleration in Straw-Colored Fruit Bats Increases in Headwinds but Not With Airspeed,journal-article,O'Mara,"M. Teague O'Mara, Anne K. Scharf, Jakob Fahr, Michael Abedi-Lartey, Martin Wikelski, Dina K. N. Dechmann, Kamran Safi"
Frontiers in Ecology and Evolution,2020-11-04,10.3389/fevo.2020.566936,Marine Ecosystem Assessment for the Southern Ocean: Birds and Marine Mammals in a Changing Climate,journal-article,Bestley,"Sophie Bestley, Yan Ropert-Coudert, Susan Bengtson Nash, Cassandra M. Brooks, Cédric Cotté, Meagan Dewar, Ari S. Friedlaender, Jennifer A. Jackson, Sara Labrousse, Andrew D. Lowther, Clive R. McMahon, Richard A. Phillips, Pierre Pistorius, Peter S. Puskic, Ana Olivia de A. Reis, Ryan R. Reisinger, Mercedes Santos, Esther Tarszisz, Paul Tixier, Philip N. Trathan, Mia Wege, Barbara Wienecke"
Frontiers in Ecology and Evolution,2022-06-13,10.3389/fevo.2022.891079,Empirical Evidence for Energy Efficiency Using Intermittent Gliding Flight in Northern Bald Ibises,journal-article,Mizrahy-Rewald,"Ortal Mizrahy-Rewald, Elisa Perinot, Johannes Fritz, Alexei L. Vyssotski, Leonida Fusani, Bernhard Voelkl, Thomas Ruf"
Frontiers in Physiology,2021-03-30,10.3389/fphys.2021.669158,The New Era of Physio-Logging and Their Grand Challenges,journal-article,Fahlman,"Andreas Fahlman, Kagari Aoki, Gemma Bale, Jeroen Brijs, Ki H. Chon, Colin K. Drummond, Martin Føre, Xavier Manteca, Birgitte I. McDonald, J. Chris McKnight, Kentaro Q. Sakamoto, Ippei Suzuki, M. Jordana Rivero, Yan Ropert-Coudert, Danuta M. Wisniewska"
"Biosonar,Springer Handbook of Auditory Research",2014-07-18,10.1007/978-1-4614-9146-0_7,On-Animal Methods for Studying Echolocation in Free-Ranging Animals,book-chapter,Johnson,Mark Johnson
Applied Animal Behaviour Science,2020-07-20,10.1016/j.applanim.2020.105084,Using acoustic telemetry to assess behavioral responses to acute hypoxia and ammonia exposure in farmed rainbow trout of different competitive ability,journal-article,Gesto,"Manuel Gesto, Walter Zupa, Sébastien Alfonso, Maria Teresa Spedicato, Giuseppe Lembo, Pierluigi Carbonara"
Current Biology,2022-07-22,10.1016/j.cub.2022.06.084,Foraging range scales with colony size in high-latitude seabirds,journal-article,Patterson,"Allison Patterson, H. Grant Gilchrist, Sigurd Benjaminsen, Mark Bolton, Anne Sophie Bonnet-Lebrun, Gail K. Davoren, Sébastien Descamps, Kjell Einar Erikstad, Morten Frederiksen, Anthony J. Gaston, Julia Gulka, Jonas Hentati-Sundberg, Nicholas Per Huffeldt, Kasper Lambert Johansen, Aili Lage Labansen, Jannie Fries Linnebjerg, Oliver P. Love, Mark L. Mallory, Flemming Ravn Merkel, William A. Montevecchi, Anders Mosbech, Olof Olsson, Ellie Owen, Norman Ratcliffe, Paul M. Regular, Tone Kristin Reiertsen, Yan Ropert-Coudert, Hallvard Strøm, Thorkell Lindberg Thórarinsson, Kyle H. Elliott"
Deep Sea Research Part I: Oceanographic Research Papers,2020-02-15,10.1016/j.dsr.2020.103236,Insights into the habitat of deep diving odontocetes around a canyon system in the northeast Atlantic ocean from a short multidisciplinary survey,journal-article,Breen,"Patricia Breen, Enrico Pirotta, Louise Allcock, Ashley Bennison, Oliver Boisseau, Paul Bouch, Aisling Hearty, Mark Jessopp, Ailbhe Kavanagh, Morag Taite, Emer Rogan"
"Estuarine, Coastal and Shelf Science",2018-06-28,10.1016/j.ecss.2018.06.022,Oceanographic drivers of marine mammal and seabird habitat-use across shelf-seas: A guide to key features and recommendations for future research and conservation management,journal-article,Cox,"S.L. Cox, C.B. Embling, P.J. Hosegood, S.C. Votier, S.N. Ingram"
Conservation Physiology,2015-08-06,10.1093/conphys/cov035,Toward a mechanistic understanding of animal migration: incorporating physiological measurements in the study of animal movement,journal-article,Jachowski,"David S. Jachowski, Navinder J. Singh"
Proceedings of the Royal Society B: Biological Sciences,2022-03-02,10.1098/rspb.2021.2261,Prey encounters and spatial memory influence use of foraging patches in a marine central place forager,journal-article,Iorio-Merlo,"Virginia Iorio-Merlo, Isla M. Graham, Rebecca C. Hewitt, Geert Aarts, Enrico Pirotta, Gordon D. Hastie, Paul M. Thompson"
Functional Ecology,2015-07-14,10.1111/1365-2435.12514,Adjustment of diving behaviour with prey encounters and body condition in a deep diving predator: the Southern Elephant Seal,journal-article,Jouma'a,"Joffrey Jouma'a, Yves Le Bras, Gaëtan Richard, Jade Vacquié‐Garcia, Baptiste Picard, Nory El Ksabi, Christophe Guinet"
Austral Ecology,2018-12-24,10.1111/aec.12696,Activity budgets for the sedentary Argentine sea bass<i>Acanthistius patachonicus</i>inferred from accelerometer data loggers,journal-article,Beltramino,"Lucas E. Beltramino, Leonardo A. Venerus, Gastón A. Trobbiani, Rory P. Wilson, Javier E. Ciancio"
Ibis,2019-02-02,10.1111/ibi.12710,"Exploring the relationship between flapping behaviour and accelerometer signal during ascending flight, and a new approach to calibration",journal-article,Van Walsum,"Tessa A. Van Walsum, Andrea Perna, Charles M. Bishop, Campbell P. Murn, Philip M. Collins, Rory P. Wilson, Lewis G. Halsey"
Science,2022-02-17,10.1126/science.abg1780,Big-data approaches lead to an increased understanding of the ecology of animal movement,journal-article,Nathan,"Ran Nathan, Christopher T. Monk, Robert Arlinghaus, Timo Adam, Josep Alós, Michael Assaf, Henrik Baktoft, Christine E. Beardsworth, Michael G. Bertram, Allert I. Bijleveld, Tomas Brodin, Jill L. Brooks, Andrea Campos-Candela, Steven J. Cooke, Karl Ø. Gjelland, Pratik R. Gupte, Roi Harel, Gustav Hellström, Florian Jeltsch, Shaun S. Killen, Thomas Klefoth, Roland Langrock, Robert J. Lennox, Emmanuel Lourie, Joah R. Madden, Yotam Orchan, Ine S. Pauwels, Milan Říha, Manuel Roeleke, Ulrike E. Schlägel, David Shohami, Johannes Signer, Sivan Toledo, Ohad Vilk, Samuel Westrelin, Mark A. Whiteside, Ivan Jarić"
Canadian Journal of Zoology,2015-07-10,10.1139/cjz-2014-0271,Accelerometer-derived activity correlates with volitional swimming speed in lake sturgeon (<i>Acipenser</i><i>fulvescens</i>),journal-article,Thiem,"J.D. Thiem, J.W. Dawson, A.C. Gleiss, E.G. Martins, A. Haro, T. Castro-Santos, A.J. Danylchuk, R.P. Wilson, S.J. Cooke"
Animal Biotelemetry,2018-10-16,10.1186/s40317-018-0158-y,Assessing the utility and limitations of accelerometers and machine learning approaches in classifying behaviour during lactation in a phocid seal,journal-article,Shuert,"Courtney R. Shuert, Patrick P. Pomeroy, Sean D. Twiss"
Movement Ecology,2021-05-17,10.1186/s40462-021-00255-9,How animals distribute themselves in space: energy landscapes of Antarctic avian predators,journal-article,Masello,"Juan F. Masello, Andres Barbosa, Akiko Kato, Thomas Mattern, Renata Medeiros, Jennifer E. Stockdale, Marc N. Kümmel, Paco Bustamante, Josabel Belliure, Jesús Benzal, Roger Colominas-Ciuró, Javier Menéndez-Blázquez, Sven Griep, Alexander Goesmann, William O. C. Symondson, Petra Quillfeldt"
Movement Ecology,2022-09-20,10.1186/s40462-022-00339-0,Identification of reindeer fine-scale foraging behaviour using tri-axial accelerometer data,journal-article,Rautiainen,"Heidi Rautiainen, Moudud Alam, Paul G. Blackwell, Anna Skarin"
Journal of Experimental Biology,2020-06-25,10.1242/jeb.216846,Improving estimates of diving lung volume in air-breathing marine vertebrates,journal-article,Fahlman,"Andreas Fahlman, Katsufumi Sato, Patrick Miller"
Aquatic Biology,2012-06-05,10.3354/ab00448,Monitoring attitude and dynamic acceleration of free-moving aquatic animals using a gyroscope,journal-article,Noda,"T Noda, J Okuyama, T Koizumi, N Arai, M Kobayashi"
Marine Ecology Progress Series,2020-03-20,10.3354/meps13296,Foraging and overwintering behavior of loggerhead sea turtles Caretta caretta in the western North Atlantic,journal-article,Braun McNeill,"J Braun McNeill, L Avens, A Goodman Hall, I Fujisaki, AR Iverson"
Marine Ecology Progress Series,2020-10-02,10.3354/meps13519,"From trips to bouts to dives: temporal patterns in the diving behaviour of chick-rearing Adélie penguins, East Antarctica",journal-article,Riaz,"J Riaz, S Bestley⁠, S Wotherspoon, J Freyer⁠, L Emmerson"
Sensors,2021-08-11,10.3390/s21165426,Using Machine Learning for Remote Behaviour Classification—Verifying Acceleration Data to Infer Feeding Events in Free-Ranging Cheetahs,journal-article,Giese,"Lisa Giese, Jörg Melzheimer, Dirk Bockmühl, Bernd Wasiolka, Wanja Rast, Anne Berger, Bettina Wachter"
Journal of Field Robotics,2019-07-12,10.1002/rob.21891,Animal‐borne wireless network: Remote imaging of community ecology,journal-article,Park,"Shinkyu Park, Konrad H. Aschenbach, Manjur Ahmed, William L. Scott, Naomi E. Leonard, Kyler Abernathy, Greg Marshall, Mike Shepard, Nuno C. Martins"
"Ethology and Behavioral Ecology of Otariids and the Odobenid,Ethology and Behavioral Ecology of Marine Mammals",2021-06-02,10.1007/978-3-030-59184-7_4,"Foraging Capacities, Behaviors and Strategies of Otariids and Odobenids",book-chapter,Jeanniard-du-Dot,"Tiphaine Jeanniard-du-Dot, Christophe Guinet"
Marine Biology,2019-06-22,10.1007/s00227-019-3542-0,Preparing to launch: biologging reveals the dynamics of white shark breaching behaviour,journal-article,Semmens,"Jayson M. Semmens, Alison A. Kock, Yuuki Y. Watanabe, Charles M. Shepard, Eric Berkenpas, Kilian M. Stehfest, Adam Barnett, Nicholas L. Payne"
Marine Biology,2021-01-07,10.1007/s00227-020-03803-w,Evaluating the constraints governing activity patterns of a coastal marine top predator,journal-article,Byrnes,"Evan E. Byrnes, Ryan Daly, Vianey Leos-Barajas, Roland Langrock, Adrian C. Gleiss"
Marine Biology,2021-02-03,10.1007/s00227-021-03830-1,Where to head: environmental conditions shape foraging destinations in a critically endangered seabird,journal-article,Afán,"Isabel Afán, José Manuel Arcos, Francisco Ramírez, David García, Beneharo Rodríguez, Karine Delord, Amélie Boué, Thierry Micol, Henri Weimerskirch, Maite Louzao"
