PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
35177194,Predictors of Left Main Coronary Artery Disease in the ISCHEMIA Trial,"Senior R, Reynolds HR, Min JK, Berman DS, Picard MH, Chaitman BR, Shaw LJ, Page CB, Govindan SC, Lopez-Sendon J, Peteiro J, Wander GS, Drozdz J, Marin-Neto J, Selvanayagam JB, Newman JD, Thuaire C, Christopher J, Jang JJ, Kwong RY, Bangalore S, Stone GW, O'Brien SM, Boden WE, Maron DJ, Hochman JS; ISCHEMIA Research Group.",J Am Coll Cardiol. 2022 Feb 22;79(7):651-661. doi: 10.1016/j.jacc.2021.11.052.,Senior R,J Am Coll Cardiol,2022,2/18/22,PMC8875308,NIHMS1767313,10.1016/j.jacc.2021.11.052
10308309,Telephone biotelemetry,Suthasinekul S.,J Clin Eng. 1978 Apr-Jun;3(2):137-44. doi: 10.1097/00004669-197804000-00006.,Suthasinekul S,J Clin Eng,1978,3/13/78,,,10.1097/00004669-197804000-00006
33602977,Risk of thrombotic events after respiratory infection requiring hospitalization,"Smilowitz NR, Subashchandran V, Newman J, Barfield ME, Maldonado TS, Brosnahan SB, Yuriditsky E, Horowitz JM, Shah B, Reynolds HR, Hochman JS, Berger JS.",Sci Rep. 2021 Feb 18;11(1):4053. doi: 10.1038/s41598-021-83466-9.,Smilowitz NR,Sci Rep,2021,2/19/21,PMC7893015,,10.1038/s41598-021-83466-9
35981820,Association of Medication Adherence With Health Outcomes in the ISCHEMIA Trial,"Garcia RA, Spertus JA, Benton MC, Jones PG, Mark DB, Newman JD, Bangalore S, Boden WE, Stone GW, Reynolds HR, Hochman JS, Maron DJ; ISCHEMIA Research Group.",J Am Coll Cardiol. 2022 Aug 23;80(8):755-765. doi: 10.1016/j.jacc.2022.05.045.,Garcia RA,J Am Coll Cardiol,2022,8/18/22,,,10.1016/j.jacc.2022.05.045
31766980,Classification of Covert Brain Infarct Subtype and Risk of Death and Vascular Events,"Gutierrez J, Gil-Guevara A, Ramaswamy S, DeRosa J, Di Tullio MR, Cheung K, Rundek T, Sacco RL, Wright CB, Elkind MSV.",Stroke. 2020 Jan;51(1):90-98. doi: 10.1161/STROKEAHA.119.026068. Epub 2019 Nov 26.,Gutierrez J,Stroke,2020,11/27/19,PMC7001761,NIHMS1549161,10.1161/STROKEAHA.119.026068
30196789,The AtRial Cardiopathy and Antithrombotic Drugs In prevention After cryptogenic stroke randomized trial: Rationale and methods,"Kamel H, Longstreth WT Jr, Tirschwell DL, Kronmal RA, Broderick JP, Palesch YY, Meinzer C, Dillon C, Ewing I, Spilker JA, Di Tullio MR, Hod EA, Soliman EZ, Chaturvedi S, Moy CS, Janis S, Elkind MS.",Int J Stroke. 2019 Feb;14(2):207-214. doi: 10.1177/1747493018799981. Epub 2018 Sep 10.,Kamel H,Int J Stroke,2019,9/11/18,PMC6645380,NIHMS1037919,10.1177/1747493018799981
34496250,Chronic stress primes innate immune responses in mice and humans,"Barrett TJ, Corr EM, van Solingen C, Schlamp F, Brown EJ, Koelwyn GJ, Lee AH, Shanley LC, Spruill TM, Bozal F, de Jong A, Newman AAC, Drenkova K, Silvestro M, Ramkhelawon B, Reynolds HR, Hochman JS, Nahrendorf M, Swirski FK, Fisher EA, Berger JS, Moore KJ.",Cell Rep. 2021 Sep 7;36(10):109595. doi: 10.1016/j.celrep.2021.109595.,Barrett TJ,Cell Rep,2021,9/8/21,PMC8493594,NIHMS1738905,10.1016/j.celrep.2021.109595
33454249,CT Angiography Followed by Invasive Angiography in Patients With Moderate or Severe Ischemia-Insights From the ISCHEMIA Trial,"Mancini GBJ, Leipsic J, Budoff MJ, Hague CJ, Min JK, Stevens SR, Reynolds HR, O'Brien SM, Shaw LJ, Manjunath CN, Mavromatis K, Demkow M, Lopez-Sendon JL, Chernavskiy AM, Gosselin G, Schuchlenz H, Devlin GP, Chauhan A, Bangalore S, Hochman JS, Maron DJ.",JACC Cardiovasc Imaging. 2021 Jul;14(7):1384-1393. doi: 10.1016/j.jcmg.2020.11.012. Epub 2021 Jan 13.,Mancini GBJ,JACC Cardiovasc Imaging,2021,1/17/21,PMC8260655,NIHMS1650329,10.1016/j.jcmg.2020.11.012
33619972,Go Red for Women Strategically Focused Research Network: Summary of Findings and Network Outcomes,"St-Onge MP, Aggarwal B, Allison MA, Berger JS, Castañeda SF, Catov J, Hochman JS, Hubel CA, Jelic S, Kass DA, Makarem N, Michos ED, Mosca L, Ouyang P, Park C, Post WS, Powers RW, Reynolds HR, Sears DD, Shah SJ, Sharma K, Spruill T, Talavera GA, Vaidya D.",J Am Heart Assoc. 2021 Feb;10(5):e019519. doi: 10.1161/JAHA.120.019519. Epub 2021 Feb 23.,St-Onge MP,J Am Heart Assoc,2021,2/23/21,PMC8174263,,10.1161/JAHA.120.019519
36049799,Ischemic Heart Disease in Young Women: JACC Review Topic of the Week,"Minissian MB, Mehta PK, Hayes SN, Park K, Wei J, Bairey Merz CN, Cho L, Volgman AS, Elgendy IY, Mamas M, Davis MB, Reynolds HR, Epps K, Lindley K, Wood M, Quesada O, Piazza G, Pepine CJ.",J Am Coll Cardiol. 2022 Sep 6;80(10):1014-1022. doi: 10.1016/j.jacc.2022.01.057.,Minissian MB,J Am Coll Cardiol,2022,9/1/22,PMC9847245,NIHMS1859987,10.1016/j.jacc.2022.01.057
31709525,General Principles for the Validation of Proarrhythmia Risk Prediction Models: An Extension of the CiPA In Silico Strategy,"Li Z, Mirams GR, Yoshinaga T, Ridder BJ, Han X, Chen JE, Stockbridge NL, Wisialowski TA, Damiano B, Severi S, Morissette P, Kowey PR, Holbrook M, Smith G, Rasmusson RL, Liu M, Song Z, Qu Z, Leishman DJ, Steidl-Nichols J, Rodriguez B, Bueno-Orovio A, Zhou X, Passini E, Edwards AG, Morotti S, Ni H, Grandi E, Clancy CE, Vandenberg J, Hill A, Nakamura M, Singer T, Polonchuk L, Greiter-Wilke A, Wang K, Nave S, Fullerton A, Sobie EA, Paci M, Musuamba Tshinanu F, Strauss DG.",Clin Pharmacol Ther. 2020 Jan;107(1):102-111. doi: 10.1002/cpt.1647. Epub 2019 Nov 10.,Li Z,Clin Pharmacol Ther,2020,11/12/19,PMC6977398,,10.1002/cpt.1647
33832606,Management of Women With Acquired Cardiovascular Disease From Pre-Conception Through Pregnancy and Postpartum: JACC Focus Seminar 3/5,"Park K, Bairey Merz CN, Bello NA, Davis M, Duvernoy C, Elgendy IY, Ferdinand KC, Hameed A, Itchhaporia D, Minissian MB, Reynolds H, Mehta P, Russo AM, Shah RU, Volgman AS, Wei J, Wenger NK, Pepine CJ, Lindley KJ; American College of Cardiology Cardiovascular Disease in Women Committee and the Cardio-Obstetrics Work Group.",J Am Coll Cardiol. 2021 Apr 13;77(14):1799-1812. doi: 10.1016/j.jacc.2021.01.057.,Park K,J Am Coll Cardiol,2021,4/9/21,PMC8061780,NIHMS1674089,10.1016/j.jacc.2021.01.057
32242908,Accuracy of Smartphone Camera Applications for Detecting Atrial Fibrillation: A Systematic Review and Meta-analysis,"O'Sullivan JW, Grigg S, Crawford W, Turakhia MP, Perez M, Ingelsson E, Wheeler MT, Ioannidis JPA, Ashley EA.",JAMA Netw Open. 2020 Apr 1;3(4):e202064. doi: 10.1001/jamanetworkopen.2020.2064.,O'Sullivan JW,JAMA Netw Open,2020,4/4/20,PMC7125433,,10.1001/jamanetworkopen.2020.2064
31318392,Durvalumab With or Without Tremelimumab for Patients With Metastatic Pancreatic Ductal Adenocarcinoma: A Phase 2 Randomized Clinical Trial,"O'Reilly EM, Oh DY, Dhani N, Renouf DJ, Lee MA, Sun W, Fisher G, Hezel A, Chang SC, Vlahovic G, Takahashi O, Yang Y, Fitts D, Philip PA.",JAMA Oncol. 2019 Oct 1;5(10):1431-1438. doi: 10.1001/jamaoncol.2019.1588.,O'Reilly EM,JAMA Oncol,2019,7/19/19,PMC6647002,,10.1001/jamaoncol.2019.1588
36115814,Ischemia With Nonobstructive Coronary Arteries: Insights From the ISCHEMIA Trial,"Reynolds HR, Diaz A, Cyr DD, Shaw LJ, Mancini GBJ, Leipsic J, Budoff MJ, Min JK, Hague CJ, Berman DS, Chaitman BR, Picard MH, Hayes SW, Scherrer-Crosbie M, Kwong RY, Lopes RD, Senior R, Dwivedi SK, Miller TD, Chow BJW, de Silva R, Stone GW, Boden WE, Bangalore S, O'Brien SM, Hochman JS, Maron DJ; ISCHEMIA Research Group.",JACC Cardiovasc Imaging. 2023 Jan;16(1):63-74. doi: 10.1016/j.jcmg.2022.06.015. Epub 2022 Sep 14.,Reynolds HR,JACC Cardiovasc Imaging,2023,9/17/22,PMC9878463,NIHMS1867065,10.1016/j.jcmg.2022.06.015
32227128,"Association of Sex With Severity of Coronary Artery Disease, Ischemia, and Symptom Burden in Patients With Moderate or Severe Ischemia: Secondary Analysis of the ISCHEMIA Randomized Clinical Trial","Reynolds HR, Shaw LJ, Min JK, Spertus JA, Chaitman BR, Berman DS, Picard MH, Kwong RY, Bairey-Merz CN, Cyr DD, Lopes RD, Lopez-Sendon JL, Held C, Szwed H, Senior R, Gosselin G, Nair RG, Elghamaz A, Bockeria O, Chen J, Chernyavskiy AM, Bhargava B, Newman JD, Hinic SB, Jaroch J, Hoye A, Berger J, Boden WE, O'Brien SM, Maron DJ, Hochman JS; ISCHEMIA Research Group.",JAMA Cardiol. 2020 Jul 1;5(7):773-786. doi: 10.1001/jamacardio.2020.0822.,Reynolds HR,JAMA Cardiol,2020,4/1/20,PMC7105951,,10.1001/jamacardio.2020.0822
36521419,Relationship between proximity and physiological stress levels in hunter-gatherers: The Hadza,"Fedurek P, Lacroix L, Aktipis A, Cronk L, Makambi J, Mabulla I, Lehmann J, Berbesque JC.",Horm Behav. 2023 Jan;147:105294. doi: 10.1016/j.yhbeh.2022.105294. Epub 2022 Dec 13.,Fedurek P,Horm Behav,2023,12/15/22,,,10.1016/j.yhbeh.2022.105294
35689280,Retention and loss of PIT tags and surgically implanted devices in the Eurasian beaver,"Mayer M, Lian M, Fuchs B, Robstad CA, Evans AL, Perrin KL, Greunz EM, Laske TG, Arnemo JM, Rosell F.",BMC Vet Res. 2022 Jun 10;18(1):219. doi: 10.1186/s12917-022-03333-1.,Mayer M,BMC Vet Res,2022,6/10/22,PMC9188177,,10.1186/s12917-022-03333-1
35014667,Dynamic body acceleration as a proxy to predict the cost of locomotion in bottlenose dolphins,"Allen AS, Read AJ, Shorter KA, Gabaldon J, Blawas AM, Rocho-Levine J, Fahlman A.",J Exp Biol. 2022 Feb 15;225(4):jeb243121. doi: 10.1242/jeb.243121. Epub 2022 Feb 24.,Allen AS,J Exp Biol,2022,1/11/22,,,10.1242/jeb.243121
34640710,"Classifying Goliath Grouper (Epinephelus itajara) Behaviors from a Novel, Multi-Sensor Tag","Brewster LR, Ibrahim AK, DeGroot BC, Ostendorf TJ, Zhuang H, Chérubin LM, Ajemian MJ.",Sensors (Basel). 2021 Sep 24;21(19):6392. doi: 10.3390/s21196392.,Brewster LR,Sensors (Basel),2021,10/13/21,PMC8512029,,10.3390/s21196392
34460858,Bottlenose dolphin habitat and management factors related to activity and distance traveled in zoos and aquariums,"Lauderdale LK, Shorter KA, Zhang D, Gabaldon J, Mellen JD, Walsh MT, Granger DA, Miller LJ.",PLoS One. 2021 Aug 30;16(8):e0250687. doi: 10.1371/journal.pone.0250687. eCollection 2021.,Lauderdale LK,PLoS One,2021,8/30/21,PMC8405030,,10.1371/journal.pone.0250687
34460833,Habitat characteristics and animal management factors associated with habitat use by bottlenose dolphins in zoological environments,"Lauderdale LK, Shorter KA, Zhang D, Gabaldon J, Mellen JD, Walsh MT, Granger DA, Miller LJ.",PLoS One. 2021 Aug 30;16(8):e0252010. doi: 10.1371/journal.pone.0252010. eCollection 2021.,Lauderdale LK,PLoS One,2021,8/30/21,PMC8404980,,10.1371/journal.pone.0252010
34413792,A Physio-Logging Journey: Heart Rates of the Emperor Penguin and Blue Whale,Ponganis PJ.,Front Physiol. 2021 Aug 3;12:721381. doi: 10.3389/fphys.2021.721381. eCollection 2021.,Ponganis PJ,Front Physiol,2021,8/20/21,PMC8369151,,10.3389/fphys.2021.721381
34104873,Rorqual Lunge-Feeding Energetics Near and Away from the Kinematic Threshold of Optimal Efficiency,"Potvin J, Cade DE, Werth AJ, Shadwick RE, Goldbogen JA.",Integr Org Biol. 2021 Mar 16;3(1):obab005. doi: 10.1093/iob/obab005. eCollection 2021.,Potvin J,Integr Org Biol,2021,6/9/21,PMC8179629,,10.1093/iob/obab005
33520181,Insights into short- and long-term crop-foraging strategies in a chacma baboon (Papio ursinus) from GPS and accelerometer data,"Walton BJ, Findlay LJ, Hill RA.",Ecol Evol. 2021 Jan 3;11(2):990-1001. doi: 10.1002/ece3.7114. eCollection 2021 Jan.,Walton BJ,Ecol Evol,2021,2/1/21,PMC7820140,,10.1002/ece3.7114
32486778,Variations in received levels on a sound and movement tag on a singing humpback whale: Implications for caller identification,"Stimpert AK, Lammers MO, Pack AA, Au WWL.",J Acoust Soc Am. 2020 May;147(5):3684. doi: 10.1121/10.0001306.,Stimpert AK,J Acoust Soc Am,2020,6/4/20,,,10.1121/10.0001306
32372855,"Genetic monogamy despite frequent extrapair copulations in ""strictly monogamous"" wild jackdaws","Gill LF, van Schaik J, von Bayern AMP, Gahr ML.",Behav Ecol. 2020 Jan-Feb;31(1):247-260. doi: 10.1093/beheco/arz185. Epub 2019 Nov 22.,Gill LF,Behav Ecol,2020,5/7/20,PMC7191249,,10.1093/beheco/arz185
32350362,Drivers of concentrated predation in an Antarctic marginal-ice-zone food web,"Saenz BT, Ainley DG, Daly KL, Ballard G, Conlisk E, Elrod ML, Kim SL.",Sci Rep. 2020 Apr 29;10(1):7282. doi: 10.1038/s41598-020-63875-y.,Saenz BT,Sci Rep,2020,5/1/20,PMC7190673,,10.1038/s41598-020-63875-y
31753906,"A low-cost, open-source inertial movement GPS logger for eco-physiology applications","Fahlbusch JA, Harrington KJ.",J Exp Biol. 2019 Dec 5;222(Pt 23):jeb211136. doi: 10.1242/jeb.211136.,Fahlbusch JA,J Exp Biol,2019,11/23/19,,,10.1242/jeb.211136
31341624,Day and night in the subterranean: measuring daily activity patterns of subterranean rodents (Ctenomys aff. knighti) using bio-logging,"Jannetti MG, Buck CL, Valentinuzzi VS, Oda GA.",Conserv Physiol. 2019 Jul 19;7(1):coz044. doi: 10.1093/conphys/coz044. eCollection 2019.,Jannetti MG,Conserv Physiol,2019,7/26/19,PMC6640163,,10.1093/conphys/coz044
28944062,Coupling spectral analysis and hidden Markov models for the segmentation of behavioural patterns,"Heerah K, Woillez M, Fablet R, Garren F, Martin S, De Pontual H.",Mov Ecol. 2017 Sep 22;5:20. doi: 10.1186/s40462-017-0111-3. eCollection 2017.,Heerah K,Mov Ecol,2017,9/26/17,PMC5609058,,10.1186/s40462-017-0111-3
27321833,Re-constructing nutritional history of Serengeti wildebeest from stable isotopes in tail hair: seasonal starvation patterns in an obligate grazer,"Rysava K, McGill RA, Matthiopoulos J, Hopcraft JG.",Rapid Commun Mass Spectrom. 2016 Jul 15;30(13):1461-8. doi: 10.1002/rcm.7572.,Rysava K,Rapid Commun Mass Spectrom,2016,6/21/16,PMC5089620,,10.1002/rcm.7572
26135317,Bayesian Spatial NBDA for Diffusion Data with Home-Base Coordinates,"Nightingale GF, Laland KN, Hoppitt W, Nightingale P.",PLoS One. 2015 Jul 2;10(7):e0130326. doi: 10.1371/journal.pone.0130326. eCollection 2015.,Nightingale GF,PLoS One,2015,7/3/15,PMC4489808,,10.1371/journal.pone.0130326
23125345,Implantation reduces the negative effects of bio-logging devices on birds,"White CR, Cassey P, Schimpf NG, Halsey LG, Green JA, Portugal SJ.",J Exp Biol. 2013 Feb 15;216(Pt 4):537-42. doi: 10.1242/jeb.076554. Epub 2012 Nov 1.,White CR,J Exp Biol,2013,11/6/12,,,10.1242/jeb.076554
22576814,Long-term field study of sea kraits in New Caledonia: fundamental issues and conservation,Bonnet X.,Integr Comp Biol. 2012 Aug;52(2):281-95. doi: 10.1093/icb/ics069. Epub 2012 May 10.,Bonnet X,Integr Comp Biol,2012,5/12/12,,,10.1093/icb/ics069
21075937,Diel foraging behavior of gravid leatherback sea turtles in deep waters of the Caribbean Sea,"Casey J, Garner J, Garner S, Williard AS.",J Exp Biol. 2010 Dec 1;213(Pt 23):3961-71. doi: 10.1242/jeb.048611.,Casey J,J Exp Biol,2010,11/16/10,,,10.1242/jeb.048611
36670762,Applications of Accelerometers and Other Bio-Logging Devices in Captive and Wild Animals,"Campera M, Chimienti M, Nekaris KAI.",Animals (Basel). 2023 Jan 6;13(2):222. doi: 10.3390/ani13020222.,Campera M,Animals (Basel),2023,1/21/23,PMC9855032,,10.3390/ani13020222
36365894,Addressing Power Issues in Biologging: An Audio/Inertial Recorder Case Study,"Miquel J, Latorre L, Chamaillé-Jammes S.",Sensors (Basel). 2022 Oct 26;22(21):8196. doi: 10.3390/s22218196.,Miquel J,Sensors (Basel),2022,11/11/22,PMC9657827,,10.3390/s22218196
35502794,An accelerometer-derived ballistocardiogram method for detecting heart rate in free-ranging marine mammals,"Czapanskiy MF, Ponganis PJ, Fahlbusch JA, Schmitt TL, Goldbogen JA.",J Exp Biol. 2022 May 15;225(10):jeb243872. doi: 10.1242/jeb.243872. Epub 2022 May 20.,Czapanskiy MF,J Exp Biol,2022,5/3/22,PMC9167577,,10.1242/jeb.243872
35179605,Wind of change: a diurnal skink thermoregulates between cooler set-points and for an increased amount of time in the presence of wind,"Virens E, Cree A.",J Exp Biol. 2022 Mar 15;225(6):jeb244038. doi: 10.1242/jeb.244038. Epub 2022 Mar 30.,Virens E,J Exp Biol,2022,2/18/22,PMC9001919,,10.1242/jeb.244038
34028149,Behavioural heat-stress compensation in a cold-adapted ungulate: Forage-mediated responses to warming Alpine summers,"Semenzato P, Cagnacci F, Ossi F, Eccel E, Morellet N, Hewison AJM, Sturaro E, Ramanzin M.",Ecol Lett. 2021 Aug;24(8):1556-1568. doi: 10.1111/ele.13750. Epub 2021 May 24.,Semenzato P,Ecol Lett,2021,5/24/21,PMC8362020,,10.1111/ele.13750
33920437,Factors Affecting Site Use Preference of Grazing Cattle Studied from 2000 to 2020 through GPS Tracking: A Review,"Rivero MJ, Grau-Campanario P, Mullan S, Held SDE, Stokes JE, Lee MRF, Cardenas LM.",Sensors (Basel). 2021 Apr 11;21(8):2696. doi: 10.3390/s21082696.,Rivero MJ,Sensors (Basel),2021,4/30/21,PMC8069350,,10.3390/s21082696
33753752,Drivers and constraints on offshore foraging in harbour seals,"Vance HM, Hooker SK, Mikkelsen L, van Neer A, Teilmann J, Siebert U, Johnson M.",Sci Rep. 2021 Mar 22;11(1):6514. doi: 10.1038/s41598-021-85376-2.,Vance HM,Sci Rep,2021,3/23/21,PMC7985366,,10.1038/s41598-021-85376-2
33603115,Contrasting capabilities of two ungulate species to cope with extremes of aridity,"Boyers M, Parrini F, Owen-Smith N, Erasmus BFN, Hetem RS.",Sci Rep. 2021 Feb 18;11(1):4216. doi: 10.1038/s41598-021-83732-w.,Boyers M,Sci Rep,2021,2/19/21,PMC7893036,,10.1038/s41598-021-83732-w
33226991,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,"Costa TD, Santos CD, Rainho A, Abedi-Lartey M, Fahr J, Wikelski M, Dechmann DKN.",PLoS One. 2020 Nov 23;15(11):e0242662. doi: 10.1371/journal.pone.0242662. eCollection 2020.,Costa TD,PLoS One,2020,11/23/20,PMC7682868,,10.1371/journal.pone.0242662
33166068,Diel differences in blue whale (Balaenoptera musculus) dive behavior increase nighttime risk of ship strikes in northern Chilean Patagonia,"Caruso F, Hickmott L, Warren JD, Segre P, Chiang G, Bahamonde P, Español-Jiménez S, Li S, Bocconcelli A.",Integr Zool. 2021 Jul;16(4):594-611. doi: 10.1111/1749-4877.12501. Epub 2020 Nov 30.,Caruso F,Integr Zool,2021,11/9/20,PMC9290343,,10.1111/1749-4877.12501
32984959,Heart rates of Atlantic salmon Salmo salar during a critical swim speed test and subsequent recovery,"Hvas M, Folkedal O, Oppedal F.",J Fish Biol. 2021 Jan;98(1):102-111. doi: 10.1111/jfb.14561. Epub 2020 Oct 9.,Hvas M,J Fish Biol,2021,9/28/20,,,10.1111/jfb.14561
32385570,An information-theory approach to geometry for animal groups,"Dahl CD, Ferrando E, Zuberbühler K.",Anim Cogn. 2020 Jul;23(4):807-817. doi: 10.1007/s10071-020-01374-3. Epub 2020 May 8.,Dahl CD,Anim Cogn,2020,5/10/20,,,10.1007/s10071-020-01374-3
32221366,Effects of prophylactic antibiotic-treatment on post-surgical recovery following intraperitoneal bio-logger implantation in rainbow trout,"Hjelmstedt P, Sundh H, Brijs J, Ekström A, Sundell KS, Berg C, Sandblom E, Bowman J, Morgenroth D, Gräns A.",Sci Rep. 2020 Mar 27;10(1):5583. doi: 10.1038/s41598-020-62558-y.,Hjelmstedt P,Sci Rep,2020,3/30/20,PMC7101407,,10.1038/s41598-020-62558-y
31211769,Birds invest wingbeats to keep a steady head and reap the ultimate benefits of flying together,"Taylor LA, Taylor GK, Lambert B, Walker JA, Biro D, Portugal SJ.",PLoS Biol. 2019 Jun 18;17(6):e3000299. doi: 10.1371/journal.pbio.3000299. eCollection 2019 Jun.,Taylor LA,PLoS Biol,2019,6/19/19,PMC6581236,,10.1371/journal.pbio.3000299
30718292,Kinematic signatures of prey capture from archival tags reveal sex differences in killer whale foraging activity,"Tennessen JB, Holt MM, Hanson MB, Emmons CK, Giles DA, Hogan JT.",J Exp Biol. 2019 Feb 4;222(Pt 3):jeb191874. doi: 10.1242/jeb.191874.,Tennessen JB,J Exp Biol,2019,2/6/19,,,10.1242/jeb.191874
29516588,Combining abundance and performance data reveals how temperature regulates coastal occurrences and activity of a roaming apex predator,"Payne NL, Meyer CG, Smith JA, Houghton JDR, Barnett A, Holmes BJ, Nakamura I, Papastamatiou YP, Royer MA, Coffey DM, Anderson JM, Hutchinson MR, Sato K, Halsey LG.",Glob Chang Biol. 2018 May;24(5):1884-1893. doi: 10.1111/gcb.14088. Epub 2018 Mar 8.,Payne NL,Glob Chang Biol,2018,3/9/18,,,10.1111/gcb.14088
28002450,Seeing It All: Evaluating Supervised Machine Learning Methods for the Classification of Diverse Otariid Behaviours,"Ladds MA, Thompson AP, Slip DJ, Hocking DP, Harcourt RG.",PLoS One. 2016 Dec 21;11(12):e0166898. doi: 10.1371/journal.pone.0166898. eCollection 2016.,Ladds MA,PLoS One,2016,12/22/16,PMC5176164,,10.1371/journal.pone.0166898
27902786,Southern Elephant Seals Replenish Their Lipid Reserves at Different Rates According to Foraging Habitat,"Richard G, Cox SL, Picard B, Vacquié-Garcia J, Guinet C.",PLoS One. 2016 Nov 30;11(11):e0166747. doi: 10.1371/journal.pone.0166747. eCollection 2016.,Richard G,PLoS One,2016,12/1/16,PMC5130208,,10.1371/journal.pone.0166747
27492779,Seabird acoustic communication at sea: a new perspective using bio-logging devices,"Thiebault A, Pistorius P, Mullers R, Tremblay Y.",Sci Rep. 2016 Aug 5;6:30972. doi: 10.1038/srep30972.,Thiebault A,Sci Rep,2016,8/6/16,PMC4974508,,10.1038/srep30972
26485953,Objective classification of latent behavioral states in bio-logging data using multivariate-normal hidden Markov models,"Phillips JS, Patterson TA, Leroy B, Pilling GM, Nicol SJ.",Ecol Appl. 2015 Jul;25(5):1244-58. doi: 10.1890/14-0862.1.,Phillips JS,Ecol Appl,2015,10/22/15,,,10.1890/14-0862.1
26457186,"Patterns of livestock activity on heterogeneous subalpine pastures reveal distinct responses to spatial autocorrelation, environment and management","Homburger H, Lüscher A, Scherer-Lorenzen M, Schneider MK.",Mov Ecol. 2015 Oct 8;3:35. doi: 10.1186/s40462-015-0053-6. eCollection 2015.,Homburger H,Mov Ecol,2015,10/13/15,PMC4598957,,10.1186/s40462-015-0053-6
25096128,Acoustically invisible feeding blue whales in Northern Icelandic waters,"Akamatsu T, Rasmussen MH, Iversen M.",J Acoust Soc Am. 2014 Aug;136(2):939-44. doi: 10.1121/1.4887439.,Akamatsu T,J Acoust Soc Am,2014,8/7/14,,,10.1121/1.4887439
22398171,O' mother where wert thou? Maternal strategies in the southern elephant seal: a stable isotope investigation,"Authier M, Dragon AC, Richard P, Cherel Y, Guinet C.",Proc Biol Sci. 2012 Jul 7;279(1738):2681-90. doi: 10.1098/rspb.2012.0199. Epub 2012 Mar 7.,Authier M,Proc Biol Sci,2012,3/9/12,PMC3350709,,10.1098/rspb.2012.0199
34483961,"A High Cattle-Grazing Density Alters Circadian Rhythmicity of Temperature, Heart Rate, and Activity as Measured by Implantable Bio-Loggers","Palacios C, Plaza J, Abecia JA.",Front Physiol. 2021 Aug 13;12:707222. doi: 10.3389/fphys.2021.707222. eCollection 2021.,Palacios C,Front Physiol,2021,9/6/21,PMC8414586,,10.3389/fphys.2021.707222
34004319,Exhausted with foraging: Foraging behavior is related to oxidative stress in chick-rearing seabirds,"Koyama S, Mizutani Y, Yoda K.",Comp Biochem Physiol A Mol Integr Physiol. 2021 Aug;258:110984. doi: 10.1016/j.cbpa.2021.110984. Epub 2021 May 15.,Koyama S,Comp Biochem Physiol A Mol Integr Physiol,2021,5/18/21,,,10.1016/j.cbpa.2021.110984
33127951,Machine learning enables improved runtime and precision for bio-loggers on seabirds,"Korpela J, Suzuki H, Matsumoto S, Mizutani Y, Samejima M, Maekawa T, Nakai J, Yoda K.",Commun Biol. 2020 Oct 30;3(1):633. doi: 10.1038/s42003-020-01356-8.,Korpela J,Commun Biol,2020,10/31/20,PMC7603325,,10.1038/s42003-020-01356-8
33007246,Animal-Borne Metrics Enable Acoustic Detection of Blue Whale Migration,"Oestreich WK, Fahlbusch JA, Cade DE, Calambokidis J, Margolina T, Joseph J, Friedlaender AS, McKenna MF, Stimpert AK, Southall BL, Goldbogen JA, Ryan JP.",Curr Biol. 2020 Dec 7;30(23):4773-4779.e3. doi: 10.1016/j.cub.2020.08.105. Epub 2020 Oct 1.,Oestreich WK,Curr Biol,2020,10/2/20,,,10.1016/j.cub.2020.08.105
32661147,Physical limits of flight performance in the heaviest soaring bird,"Williams HJ, Shepard ELC, Holton MD, Alarcón PAE, Wilson RP, Lambertucci SA.",Proc Natl Acad Sci U S A. 2020 Jul 28;117(30):17884-17890. doi: 10.1073/pnas.1907360117. Epub 2020 Jul 13.,Williams HJ,Proc Natl Acad Sci U S A,2020,7/15/20,PMC7395523,,10.1073/pnas.1907360117
32419193,Measuring ontogenetic shifts in central-place foragers: A case study with honeybees,"Requier F, Henry M, Decourtye A, Brun F, Aupinel P, Rebaudo F, Bretagnolle V.",J Anim Ecol. 2020 Aug;89(8):1860-1871. doi: 10.1111/1365-2656.13248. Epub 2020 Jun 1.,Requier F,J Anim Ecol,2020,5/19/20,,,10.1111/1365-2656.13248
31900347,Daily energy expenditure in white storks is lower after fledging than in the nest,"Flack A, Schaeffer PJ, Taylor JRE, Müller I, Wikelski M, Fiedler W.",J Exp Biol. 2020 Jan 28;223(Pt 2):jeb219337. doi: 10.1242/jeb.219337.,Flack A,J Exp Biol,2020,1/5/20,,,10.1242/jeb.219337
31462993,"""Closer-to-home"" strategy benefits juvenile survival in a long-distance migratory bird","Cheng Y, Fiedler W, Wikelski M, Flack A.",Ecol Evol. 2019 Jul 23;9(16):8945-8952. doi: 10.1002/ece3.5395. eCollection 2019 Aug.,Cheng Y,Ecol Evol,2019,8/30/19,PMC6706183,,10.1002/ece3.5395
